"date","opponent","game_id"
"11/13/17","Gardner-Webb","400987164"
"11/16/17","North Florida","400987174"
"11/19/17","New Hampshire","400987183"
"11/23/17","Stanford","400987196"
"11/24/17","Gonzaga","400999724"
"11/26/17","Duke","401001001"
"12/4/17","Florida State","400986121"
"12/6/17","Loyola Chi","400987227"
"12/9/17","Cincinnati","400987238"
"12/16/17","Clemson","400986143"
"12/20/17","James Madison","400987262"
"12/22/17","Incarnate Word","400987269"
"12/30/17","Vanderbilt","400987281"
"1/2/18","Texas A&M","400987287"
"1/6/18","Missouri","400987292"
"1/10/18","Mississippi State","400987304"
"1/13/18","Ole Miss","400987308"
"1/17/18","Arkansas","400987318"
"1/20/18","Kentucky","400987324"
"1/24/18","South Carolina","400987332"
"1/27/18","Baylor","400987343"
"1/30/18","Georgia","400987348"
"2/3/18","Alabama","400987359"
"2/7/18","LSU","400987364"
"2/10/18","South Carolina","400987368"
"2/14/18","Georgia","400987380"
"2/17/18","Vanderbilt","400987387"
"2/21/18","Tennessee","400987392"
"2/24/18","Auburn","400987399"
"2/27/18","Alabama","400987404"
"3/3/18","Kentucky","400987410"
"3/9/18","Arkansas","401020009"
"3/15/18","St. Bonaventure","401025819"
"3/17/18","Texas Tech","401025863"
